task_id,sonnet_C,sonnet_D,sonnet_R,gpt_C,gpt_D,gpt_R,gemini_C,gemini_D,gemini_R,consensus_C,consensus_D,consensus_R,dispute_axes
8275,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
8276-1,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
8276-2,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
8277-1,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
8277-2,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
8277-3,C1,D3,R0,C1,D3,R1,C1,D3,R1,C1,D3,R1,
8278-1,C0,D3,R0,C1,D3,R0,C0,D3,R0,C0,D3,R0,
8278-2,C1,D3,R0,C1,D3,R0,C1,D3,R1,C1,D3,R0,
8279,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
828-1,C1,D0,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
828-2,C1,D2,R0,C0,D2,R0,C1,D2,R0,C1,D2,R0,
8280,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
8281-1,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
8281-2,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
8282-1,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
8282-2,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
8283,C0,D3,R0,C0,D3,R0,C0,D3,R0,C0,D3,R0,
8284-1,C1,D3,R0,C1,D3,R1,C1,D3,R1,C1,D3,R1,
8284-2,C1,D3,R0,C1,D3,R0,C0,D3,R0,C1,D3,R0,
8285,C2,D3,R0,C2,D3,R2,C2,D3,R2,C2,D3,R2,
8286,C0,D3,R0,C0,D3,R0,C0,D3,R0,C0,D3,R0,
8287,C1,D3,R0,C1,D3,R2,C1,D3,R2,C1,D3,R2,
8288-1,C0,D3,R0,C0,D3,R0,C1,D3,R0,C0,D3,R0,
8288-2,C1,D3,R0,C1,D3,R2,C1,D3,R2,C1,D3,R2,
8289,C1,D3,R0,C1,D3,R2,C1,D3,R2,C1,D3,R2,
829,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
8290-1,C2,D0,R0,C2,D0,R2,C2,D0,R2,C2,D0,R2,
8290-2,C1,D3,R0,C1,D3,R1,C1,D3,R1,C1,D3,R1,
8291,C2,D3,R0,C2,D3,R2,C2,D3,R2,C2,D3,R2,
8292,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
8293,C1,D3,R0,C2,D3,R2,C1,D3,R2,C1,D3,R2,
8294,C2,D3,R0,C2,D3,R2,C1,D3,R2,C2,D3,R2,
8295,C1,D3,R0,C1,D3,R2,C1,D3,R2,C1,D3,R2,
8296,C2,D1,R0,C2,D1,R0,C2,D1,R0,C2,D1,R0,
8297,C1,D2,R2,C1,D3,R0,C1,D2,R2,C1,D2,R2,
8298,C0,D1,R0,C0,D1,R0,C0,D1,R0,C0,D1,R0,
8299,C1,D2,R0,C1,D3,R0,C1,D3,R3,C1,D3,R0,
83,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
830,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
8300,C1,D3,R2,C1,D3,R0,C1,D3,R2,C1,D3,R2,
8301,C0,D0,R0,C0,D0,R0,C0,D0,R0,C0,D0,R0,
8302,C2,D3,R2,C2,D3,R2,C2,D3,R2,C2,D3,R2,
8303-1,C1,D2,R2,C1,D2,R0,C1,D2,R2,C1,D2,R2,
8303-2,C1,D2,R2,C1,D2,R0,C1,D2,R2,C1,D2,R2,
8304,C3,D3,R2,C2,D3,R0,C3,D3,R2,C3,D3,R2,
8305-1,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
8305-2,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
8306,C2,D0,R2,C2,D1,R1,C2,D0,R2,C2,D0,R2,
8307-1,C2,D3,R2,C2,D3,R2,C2,D3,R2,C2,D3,R2,
8307-2,C2,D0,R2,C2,D3,R0,C2,D3,R2,C2,D3,R2,
8307-3,C2,D3,R2,C2,D3,R0,C2,D3,R2,C2,D3,R2,
8308,C2,D3,R2,C2,D3,R2,C2,D3,R2,C2,D3,R2,
8309-1,C1,D3,R0,C1,D2,R0,C1,D3,R0,C1,D3,R0,
8309-2,C1,D3,R0,C1,D2,R0,C1,D3,R0,C1,D3,R0,
831-1,C1,D0,R0,C1,D1,R0,C1,D0,R0,C1,D0,R0,
831-2,C1,D0,R0,C1,D1,R0,C1,D0,R0,C1,D0,R0,
8310,C1,D3,R2,C1,D3,R0,C1,D3,R2,C1,D3,R2,
8311,C1,D3,R2,C1,D3,R0,C1,D3,R2,C1,D3,R2,
8312,C1,D3,R3,C1,D3,R3,C1,D3,R3,C1,D3,R3,
8313,C1,D3,R3,C1,D3,R3,C1,D3,R3,C1,D3,R3,
8314,C2,D3,R3,C2,D3,R0,C2,D3,R3,C2,D3,R3,
8315,C2,D3,R3,C2,D3,R3,C2,D3,R3,C2,D3,R3,
8318-1,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
8318-2,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
832,C1,D2,R0,C1,D2,R0,C1,D0,R0,C1,D2,R0,
8320,C1,D1,R0,C2,D1,R0,C2,D1,R0,C2,D1,R0,
8322,C1,D3,R0,C2,D3,R0,C1,D3,R0,C1,D3,R0,
8323,C1,D3,R0,C2,D2,R0,C1,D3,R0,C1,D3,R0,
8324,C1,D3,R0,C2,D3,R0,C1,D3,R0,C1,D3,R0,
8325,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
8326,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
8327,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
8328,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
8329-1,C1,D3,R0,C2,D3,R0,C2,D3,R0,C2,D3,R0,
8329-2,C1,D3,R0,C2,D3,R0,C2,D3,R0,C2,D3,R0,
833-1,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
833-2,C1,D1,R0,C0,D2,R0,C1,D2,R0,C1,D2,R0,
8330,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
8331,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
8332,C2,D3,R0,C2,D3,R0,C2,D3,R0,C2,D3,R0,
8333-1,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
8333-2,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
8333-3,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
8334,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
8335,C1,D3,R0,C1,D2,R0,C1,D3,R0,C1,D3,R0,
834,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
835,C0,D1,R0,C0,D1,R0,C0,D1,R0,C0,D1,R0,
8352-1,C1,D3,R0,C1,D2,R0,C1,D3,R0,C1,D3,R0,
8352-2,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
8353-1,C1,D3,R0,C1,D2,R0,C1,D3,R0,C1,D3,R0,
8353-2,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
8354,C1,D3,R0,C1,D2,R0,C1,D3,R0,C1,D3,R0,
8355-1,C2,D1,R0,C2,D1,R0,C2,D1,R0,C2,D1,R0,
8355-2,C2,D0,R0,C2,D1,R0,C2,D1,R0,C2,D1,R0,
8356-1,C1,D2,R0,C1,D2,R0,C1,D3,R0,C1,D2,R0,
8356-2,C1,D3,R0,C1,D2,R0,C1,D3,R0,C1,D3,R0,
8357-1,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
8357-2,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
8357-3,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
8358-1,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
8358-2,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
8359-1,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
8359-2,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
836,C1,D0,R0,C1,D2,R0,C1,D0,R0,C1,D0,R0,
8360,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
8363,C1,D2,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
8364,C1,D2,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
8365,C1,D2,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
8366,C1,D2,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
8368,C1,D2,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
8369,C1,D2,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
837-1,C2,D0,R0,C1,D2,R0,C2,D0,R0,C2,D0,R0,
837-2,C2,D0,R0,C2,D2,R0,C2,D0,R0,C2,D0,R0,
8370,C1,D2,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
8371,C1,D2,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
8372,C1,D2,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
8373,C1,D2,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
8374,C1,D2,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
8376,C1,D2,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
8377,C1,D2,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
8378,C1,D2,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
8379,C0,D2,R0,C0,D2,R0,C0,D3,R0,C0,D2,R0,
838,C1,D0,R0,C2,D2,R0,C1,D0,R0,C1,D0,R0,
8380,C1,D2,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
8381,C2,D3,R3,C1,D3,R3,C2,D3,R3,C2,D3,R3,
8382,C1,D2,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
8383,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
8385,C1,D2,R0,C1,D2,R0,C1,D3,R0,C1,D2,R0,
8387,C2,D3,R0,C2,D3,R2,C2,D3,R2,C2,D3,R2,
8388,C1,D3,R0,C2,D3,R2,C1,D3,R2,C1,D3,R2,
8389,C2,D1,R0,C2,D1,R2,C2,D1,R2,C2,D1,R2,
839,C2,D0,R0,C2,D2,R0,C2,D0,R0,C2,D0,R0,
8390,C0,D0,R0,C0,D0,R0,C0,D0,R0,C0,D0,R0,
8391,C0,D0,R0,C0,D0,R0,C0,D0,R0,C0,D0,R0,
8392,C1,D3,R0,C1,D3,R2,C1,D3,R2,C1,D3,R2,
8393-1,C1,D3,R0,C2,D3,R2,C1,D3,R2,C1,D3,R2,
8393-2,C1,D3,R0,C2,D3,R2,C1,D3,R2,C1,D3,R2,
8394,C1,D3,R0,C1,D3,R2,C1,D3,R2,C1,D3,R2,
8395,C1,D3,R0,C1,D3,R2,C1,D3,R2,C1,D3,R2,
8396-1,C1,D3,R0,C1,D3,R2,C1,D3,R2,C1,D3,R2,
8396-2,C1,D3,R0,C1,D3,R2,C1,D3,R2,C1,D3,R2,
8397,C1,D3,R0,C2,D3,R2,C1,D3,R2,C1,D3,R2,
8399,C1,D3,R0,C1,D3,R2,C1,D3,R2,C1,D3,R2,
84,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
840,C2,D0,R0,C1,D0,R0,C2,D0,R0,C2,D0,R0,
8400,C1,D3,R0,C0,D0,R0,C0,D3,R0,C0,D3,R0,
8401,C1,D3,R0,C0,D2,R0,C0,D3,R0,C0,D3,R0,
8402,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
8403,C1,D3,R0,C1,D3,R3,C1,D3,R3,C1,D3,R3,
8404,C1,D0,R0,C0,D0,R0,C0,D0,R0,C0,D0,R0,
8405,C1,D3,R0,C1,D3,R0,C0,D3,R0,C1,D3,R0,
8406-1,C1,D3,R0,C1,D3,R2,C1,D3,R2,C1,D3,R2,
8406-2,C1,D3,R0,C1,D3,R2,C1,D3,R2,C1,D3,R2,
8407,C1,D3,R0,C1,D3,R0,C0,D3,R0,C1,D3,R0,
8408,C1,D3,R0,C1,D3,R2,C1,D3,R2,C1,D3,R2,
8409,C1,D2,R0,C2,D2,R2,C1,D2,R2,C1,D2,R2,
841,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
8410,C1,D2,R0,C1,D2,R0,C0,D2,R0,C1,D2,R0,
8411,C1,D3,R0,C1,D3,R0,C0,D3,R0,C1,D3,R0,
8412,C1,D1,R0,C0,D1,R0,C1,,,C1,D1,R0,
8413,C1,D3,R3,C1,D2,R0,,D3,R3,C1,D3,R3,
8414,C1,D3,R0,C2,D3,R0,C1,,,C1,D3,R0,
8415,C1,D3,R2,C1,D3,R0,,D3,R2,C1,D3,R2,
8416-1,C2,D3,R3,C2,D3,R3,,D3,R3,C2,D3,R3,
8416-2,C2,D3,R3,C2,D3,R3,,D3,R3,C2,D3,R3,
8417,C2,D2,R2,C2,D2,R2,C2,,R2,C2,D2,R2,
8418,C0,D2,R0,C1,D2,R0,C1,,,C1,D2,R0,
8419,C1,D0,R0,C1,D1,R0,,D1,,C1,D1,R0,
842,C2,D0,R0,C2,D2,R0,C2,D0,R0,C2,D0,R0,
8420-1,C1,D2,R2,C1,D2,R0,,D2,R2,C1,D2,R2,
8420-2,C1,D2,R2,C1,D2,R0,,,R2,C1,D2,R2,
8421,C2,D3,R2,C2,D3,R2,,D3,R2,C2,D3,R2,
8422,C1,D2,R2,C1,D2,R2,,,R2,C1,D2,R2,
8423,C2,D3,R2,C2,D3,R0,,D3,R2,C2,D3,R2,
8424-1,C1,D3,R2,C1,D3,R2,,D3,R2,C1,D3,R2,
8424-2,C1,D3,R2,C2,D2,R0,C2,D3,R2,C2,D3,R2,
8425,C1,D2,R2,C2,D2,R0,C1,,R2,C1,D2,R2,
8426,C0,D1,R0,C0,D1,R0,,,,C0,D1,R0,
8427-1,C1,D3,R0,C1,D3,R0,,,,C1,D3,R0,
8427-2,C1,D3,R2,C2,D3,R0,C2,,R2,C2,D3,R2,
8428,C2,D3,R2,C2,D3,R0,C2,D3,R2,C2,D3,R2,
8429-1,C1,D3,R2,C2,D2,R0,C1,D3,R2,C1,D3,R2,
8429-2,C1,D3,R2,C2,D3,R0,C1,D3,R2,C1,D3,R2,
843-1,C1,D0,R0,C1,D1,R0,C1,D0,R0,C1,D0,R0,
843-2,C2,D0,R0,C2,D2,R0,C2,D0,R0,C2,D0,R0,
8430,C1,D3,R2,C1,D2,R0,,D3,R2,C1,D3,R2,
8431-1,C1,D3,R2,C2,D2,R0,C1,D3,R2,C1,D3,R2,
8431-2,C1,D3,R2,C2,D3,R0,C1,D3,R2,C1,D3,R2,
8432,C1,D3,R2,C2,D3,R0,C1,D3,R2,C1,D3,R2,
8433,C1,D3,R2,C2,D3,R0,C2,D3,R2,C2,D3,R2,
8435,C1,D2,R0,C2,D2,R0,C1,D2,R0,C1,D2,R0,
8436,C1,D2,R0,C2,D2,R0,C1,D2,R0,C1,D2,R0,
8437,C2,D2,R0,C2,D2,R0,C2,D2,R1,C2,D2,R0,
8438-1,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
8438-2,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
8439,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
844,C2,D2,R0,C2,D2,R0,C2,D2,R0,C2,D2,R0,
8440,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
8441,C2,D2,R0,C2,D2,R0,C2,D2,R1,C2,D2,R0,
8442,C1,D0,R0,C0,D0,R0,C1,D0,R0,C1,D0,R0,
8443-1,C1,D0,R0,C0,D1,R0,C1,D0,R0,C1,D0,R0,
8443-2,C2,D0,R0,C1,D0,R0,C2,D0,R0,C2,D0,R0,
8444,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
8445,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
8447,C1,D0,R0,C0,D0,R0,C1,D0,R0,C1,D0,R0,
8448,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
8449,C2,D0,R0,C2,D0,R0,C2,D0,R1,C2,D0,R0,
8450,C2,D1,R0,C2,D1,R2,C2,D1,R2,C2,D1,R2,
8451,C2,D1,R0,C2,D1,R0,C2,D1,R0,C2,D1,R0,
8452,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
8453,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
8454,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
8457,C2,D1,R0,C2,D1,R0,C2,D1,R0,C2,D1,R0,
8458,C2,D0,R0,C2,D0,R0,C2,D0,R2,C2,D0,R0,
8459,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
8460,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
8461-1,C2,D0,R0,C3,D0,R0,C2,D0,R0,C2,D0,R0,
8461-2,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
8462,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
8463,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
8465-1,C2,D2,R0,C2,D2,R2,C2,D3,R2,C2,D2,R2,
8465-2,C1,D2,R0,C1,D2,R0,C1,D3,R2,C1,D2,R0,
8466,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
8467,C3,D0,R0,C3,D0,R0,C3,D0,R0,C3,D0,R0,
8468,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
8469,C2,D0,R0,C2,D2,R0,C2,D0,R0,C2,D0,R0,
8472,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
8473-1,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
8473-2,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
8474-1,C1,D0,R0,C2,D2,R0,C1,D0,R0,C1,D0,R0,
8474-2,C1,D0,R0,C1,D2,R0,C1,D0,R0,C1,D0,R0,
8475,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
8476,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
8477-1,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
8477-2,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
8478,C1,D2,R0,C2,D2,R0,C1,D2,R0,C1,D2,R0,
8479,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
8480-1,C2,D2,R0,C2,D3,R0,C2,D2,R0,C2,D2,R0,
8480-2,C2,D2,R0,C2,D2,R0,C2,D2,R0,C2,D2,R0,
8480-3,C2,D2,R0,C2,D3,R0,C2,D2,R0,C2,D2,R0,
8482,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
8483,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
8484,C1,D0,R0,C1,D2,R0,C1,D0,R0,C1,D0,R0,
8485-1,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
8485-2,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
8486,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
8487,C1,D2,R0,C2,D2,R0,C1,D2,R0,C1,D2,R0,
8488,C1,D1,R0,C1,D1,R0,C1,D1,R0,C1,D1,R0,
8489,C2,D0,R0,C2,D0,R2,C2,D0,R2,C2,D0,R2,
8490,C1,D2,R0,C1,D2,R2,C1,D2,R2,C1,D2,R2,
8491,C1,D0,R0,C1,D0,R2,C1,D0,R2,C1,D0,R2,
8492-1,C1,D2,R0,C1,D3,R2,C1,D2,R2,C1,D2,R2,
8492-2,C1,D2,R0,C1,D2,R2,C1,D2,R2,C1,D2,R2,
8493-1,C2,D3,R0,C2,D2,R2,C2,D3,R2,C2,D3,R2,
8493-2,C2,D2,R0,C2,D2,R2,C2,D3,R2,C2,D2,R2,
8495-1,C2,D2,R0,C2,D2,R2,C2,D2,R2,C2,D2,R2,
8495-2,C2,D2,R0,C2,D2,R2,C2,D2,R2,C2,D2,R2,
8496,C1,D2,R0,C1,D2,R2,C1,D2,R2,C1,D2,R2,
8497-1,C2,D3,R0,C2,D2,R2,C2,D3,R2,C2,D3,R2,
8497-2,C2,D3,R0,C2,D2,R2,C2,D3,R2,C2,D3,R2,
8497-3,C2,D2,R0,C2,D2,R2,C2,D3,R2,C2,D2,R2,
8498-1,C2,D2,R0,C2,D2,R2,C2,D2,R2,C2,D2,R2,
8498-2,C1,D2,R0,C2,D2,R2,C1,D3,R2,C1,D2,R2,
8499,C1,D2,R0,C1,D2,R2,C1,D2,R2,C1,D2,R2,
85,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
8500-1,C1,D2,R0,C1,D2,R2,C2,D3,R2,C1,D2,R2,
8500-2,C1,D2,R0,C1,D2,R2,C1,D2,R2,C1,D2,R2,
8501,C2,D0,R0,C2,D0,R2,C2,D0,R2,C2,D0,R2,
8502,C2,D0,R0,C2,D0,R0,C2,D0,R2,C2,D0,R0,
8503,C1,D2,R0,C1,D2,R2,C1,D2,R2,C1,D2,R2,
8504,C2,D0,R0,C2,D0,R2,C3,D0,R2,C2,D0,R2,
8505-1,C1,D2,R0,C1,D2,R2,C1,D2,R2,C1,D2,R2,
8505-2,C1,D2,R0,C1,D2,R2,C1,D2,R2,C1,D2,R2,
8506,C1,D2,R3,C1,D2,R3,C1,D2,R3,C1,D2,R3,
8507-1,C3,D0,R3,C3,D0,R3,C3,D0,R3,C3,D0,R3,
8507-2,C3,D0,R3,C3,D0,R3,C3,D0,R3,C3,D0,R3,
8507-3,C3,D0,R3,C3,D0,R0,C3,D0,R3,C3,D0,R3,
8508,C1,D0,R2,C1,D0,R3,C1,D0,R2,C1,D0,R2,
8509,C1,D2,R3,C1,D2,R3,C1,D2,R3,C1,D2,R3,
8510-1,C1,D0,R2,C1,D0,R3,C1,D0,R2,C1,D0,R2,
8510-2,C1,D0,R2,C1,D0,R3,C1,D0,R2,C1,D0,R2,
8511-1,C1,D2,R2,C1,D2,R3,C1,D2,R2,C1,D2,R2,
8511-2,C1,D2,R2,C1,D2,R3,C1,D2,R2,C1,D2,R2,
8512,C0,D0,R0,C0,D0,R0,C0,D0,R0,C0,D0,R0,
8513,C0,D0,R0,C0,D0,R0,C0,D0,R0,C0,D0,R0,
8514,C1,D3,R3,C1,D3,R3,C1,D3,R3,C1,D3,R3,
8515,C2,D1,R2,C2,D1,R3,C2,D1,R2,C2,D1,R2,
8516,C3,D0,R3,C3,D0,R3,C3,D0,R3,C3,D0,R3,
8517,C2,D0,R3,C2,D0,R3,C2,D0,R3,C2,D0,R3,
8542,C1,D2,R0,C2,D2,R1,C2,D2,R0,C2,D2,R0,
8543,C1,D2,R0,C1,D2,R1,C1,D2,R0,C1,D2,R0,
8544,C0,D0,R0,C0,D0,R0,C0,D0,R0,C0,D0,R0,
8545-1,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
8545-2,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
8546-1,C1,D3,R0,C2,D3,R2,C1,D3,R0,C1,D3,R0,
8546-2,C0,D0,R0,C0,D0,R0,C0,D0,R0,C0,D0,R0,
8547-1,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
8547-2,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
8547-3,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
8548-1,C1,D3,R0,C1,D2,R2,C1,D3,R0,C1,D3,R0,
8548-2,C1,D3,R0,C1,D2,R2,C1,D3,R0,C1,D3,R0,
8549,C2,D3,R0,C2,D3,R2,C2,D3,R2,C2,D3,R2,
8550-1,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
8550-2,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
8551,C1,D3,R0,C1,D2,R2,C1,D3,R2,C1,D3,R2,
8552,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
8553-1,C1,D3,R0,C1,D3,R1,C1,D3,R0,C1,D3,R0,
8553-2,C0,D3,R0,C1,D2,R0,C0,D3,R0,C0,D3,R0,
8554,C0,D2,R0,C1,D2,R0,C0,D2,R0,C0,D2,R0,
8555,C1,D3,R0,C1,D2,R2,C1,D3,R2,C1,D3,R2,
8556,C0,D2,R0,C1,D2,R0,C0,D2,R0,C0,D2,R0,
8557,C1,D3,R0,C1,D2,R2,C1,D3,R2,C1,D3,R2,
8560,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
8561-1,C2,D0,R0,C2,D0,R0,C2,D0,R1,C2,D0,R0,
8561-2,C2,D0,R0,C2,D0,R0,C2,D0,R1,C2,D0,R0,
8562,C2,D0,R1,C2,D1,R1,C2,D0,R1,C2,D0,R1,
8563,C1,D1,R0,C2,D1,R0,C1,D1,R1,C1,D1,R0,
8564-1,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
8564-2,C1,D0,R0,C2,D1,R0,C1,D0,R0,C1,D0,R0,
8565,C1,D1,R0,C1,D1,R0,C1,D1,R0,C1,D1,R0,
8566,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
8567,C2,D1,R0,C2,D1,R0,C2,D1,R0,C2,D1,R0,
8568,C2,D0,R0,C2,D1,R0,C2,D0,R2,C2,D0,R0,
8569,C1,D3,R0,C2,D3,R0,C2,D3,R0,C2,D3,R0,
8570,C0,D0,R0,C1,D0,R0,C0,D0,R0,C0,D0,R0,
8571,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
8572,C2,D0,R0,C2,D1,R1,C2,D0,R1,C2,D0,R1,
8573,C1,D1,R0,C1,D2,R0,C1,D1,R2,C1,D1,R0,
8577,C2,D0,R0,C2,D0,R0,C2,D0,R1,C2,D0,R0,
8578,C1,D0,R0,C1,D1,R0,C1,D0,R1,C1,D0,R0,
8579,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
8580,C2,D0,R0,C1,D0,R0,C2,D0,R2,C2,D0,R0,
8581,C2,D1,R0,C1,D2,R0,C2,D1,R2,C2,D1,R0,
8582,C2,D0,R0,C2,D1,R0,C2,D0,R2,C2,D0,R0,
8583,C1,D1,R0,C1,D0,R0,C1,D1,R0,C1,D1,R0,
8584,C1,D1,R0,C1,D1,R2,C1,D1,R2,C1,D1,R2,
8585,C2,D0,R0,C2,D1,R0,C2,D0,R0,C2,D0,R0,
8586,C2,D0,R0,C2,D1,R0,C2,D0,R0,C2,D0,R0,
8588,C2,D0,R0,C2,D1,R0,C2,D0,R2,C2,D0,R0,
8589,C1,D0,R0,C2,D1,R0,C1,D0,R0,C1,D0,R0,
8591,C2,D0,R0,C2,D1,R1,C2,D0,R0,C2,D0,R0,
8592-1,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
8592-2,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
