task_id,sonnet_C,sonnet_C_ir,gpt_C,gpt_C_ir,gemini_C,gemini_C_ir,consensus_C,consensus_C_method,sonnet_D,sonnet_D_ir,gpt_D,gpt_D_ir,gemini_D,gemini_D_ir,consensus_D,consensus_D_method,sonnet_R,sonnet_R_ir,gpt_R,gpt_R_ir,gemini_R,gemini_R_ir,consensus_R,consensus_R_method,dispute_axes
4095-2,C2,C2,C2,C2,C2,C2,C2,unanimous,D1,D1,D1,D0,D1,D1,D1,unanimous,R1,R1,R1,R0,R1,R1,R1,unanimous,
4096,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R2,R2,R2,R2,R2,R2,R2,unanimous,
4097,C1,C1,C1,C2,C2,C1,C1,majority,D3,D2,D3,D2,D3,D3,D3,unanimous,R2,R2,R2,R2,R2,R2,R2,unanimous,
4098-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D1,D2,D2,D2,unanimous,R2,R2,R3,R1,R3,R3,R3,majority,
4098-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R3,R2,R3,R3,R3,R3,R3,unanimous,
4099,C2,C2,C2,C2,C2,C3,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R2,R2,R2,R2,R2,R2,R2,unanimous,
41-1,C2,C2,C2,C3,C3,C3,C2,majority,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
41-2,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
410-1,C2,C1,C1,C2,C2,C1,C2,majority,D3,D3,D3,D3,D3,D3,D3,unanimous,R2,R2,R2,R2,R3,R3,R2,majority,
410-2,C2,C2,C2,C2,C2,C2,C2,unanimous,D1,D1,D1,D1,D1,D1,D1,unanimous,R1,R1,R1,R0,R1,R1,R1,unanimous,
4100-1,C2,C2,C2,C2,C2,C2,C2,unanimous,D1,D1,D1,D0,D1,D1,D1,unanimous,R2,R2,R2,R2,R2,R2,R2,unanimous,
4100-2,C2,C2,C2,C2,C2,C2,C2,unanimous,D1,D1,D1,D0,D1,D1,D1,unanimous,R2,R2,R2,R2,R2,R2,R2,unanimous,
4101,C2,C2,C2,C1,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R1,R1,R0,R1,R0,R1,majority,
4102,C2,C2,C2,C2,C2,C2,C2,unanimous,D3,D2,D2,D2,D3,D3,D3,majority,R2,R2,R2,R2,R2,R2,R2,unanimous,
4103-1,C2,C2,C1,C1,C2,C1,C2,majority,D1,D1,D1,D1,D1,D0,D1,unanimous,R2,R2,R2,R2,R2,R1,R2,unanimous,
4103-2,C2,C2,C1,C1,C2,C1,C2,majority,D1,D1,D1,D1,D1,D0,D1,unanimous,R2,R2,R2,R2,R2,R1,R2,unanimous,
4104-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R3,R3,R3,R3,R3,R3,R3,unanimous,
4104-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R3,R3,R3,R3,R3,R2,R3,unanimous,
4105,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R3,R3,R3,R3,R3,R3,R3,unanimous,
4106,C3,,C2,C2,C3,C3,C3,majority,,,D3,D3,D3,D3,D3,unanimous,,,R2,R2,R2,R2,R2,unanimous,
4107-1,C3,C3,C3,C2,C3,C3,C3,unanimous,D3,D4,D3,D3,D3,D3,D3,unanimous,R3,R3,R3,R3,R3,R3,R3,unanimous,
4107-2,C3,C3,C3,C3,C3,C3,C3,unanimous,D4,D4,D4,D4,D4,D4,D4,unanimous,R3,R3,R3,R3,R3,R3,R3,unanimous,
4107-3,C3,C3,C2,C2,C3,C3,C3,majority,D0,D0,D0,D0,D0,D0,D0,unanimous,R3,R3,R3,R3,R3,R3,R3,unanimous,
4108,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R3,R3,R3,R3,R3,R3,R3,unanimous,
4109,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R2,R2,R2,R2,R2,R1,R2,unanimous,
411,C2,C1,C2,C2,C1,C2,C2,majority,D3,D3,D2,D2,D3,D3,D3,majority,R1,R1,R1,R2,R2,R1,R1,majority,
4110-1,C3,C3,C2,C2,C3,C3,C3,majority,D0,D0,D0,D0,D0,D0,D0,unanimous,R2,R2,R2,R3,R2,R2,R2,unanimous,
4110-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R2,R2,R2,R2,R2,R2,R2,unanimous,
4112,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R1,R1,R1,R1,R1,R0,R1,unanimous,
4113-1,C2,C2,C2,C2,C2,C2,C2,unanimous,D1,D1,D1,D0,D1,D1,D1,unanimous,R1,R1,R1,R1,R1,R2,R1,unanimous,
4113-2,C2,C2,C2,C2,C2,C2,C2,unanimous,D1,D1,D1,D0,D1,D1,D1,unanimous,R2,R1,R2,R2,R2,R2,R2,unanimous,
4114,C3,C3,C2,C2,C3,C2,C3,majority,D3,D3,D3,D3,D3,D3,D3,unanimous,R3,R3,R3,R3,R3,R1,R3,unanimous,
4115,C1,C3,C1,C1,C2,C2,C1,majority,D3,D3,D3,D3,D3,D3,D3,unanimous,R3,R3,R3,R3,R3,R3,R3,unanimous,
4116,C3,C3,C3,C3,C3,C3,C3,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R3,R3,R3,R3,R3,R3,R3,unanimous,
4117,C3,C3,C3,C3,C3,C3,C3,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R3,R3,R2,R2,R3,R2,R3,majority,
4119,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D1,D1,D0,majority,R1,R1,R1,R0,R0,R0,R1,majority,
412-1,C2,C2,C2,C2,C2,C2,C2,unanimous,D1,D1,D1,D0,D1,D1,D1,unanimous,R2,R1,R2,R2,R2,R2,R2,unanimous,
412-2,C2,C2,C2,C2,C2,C2,C2,unanimous,D1,D1,D1,D0,D1,D1,D1,unanimous,R2,R2,R2,R2,R2,R2,R2,unanimous,
4121-1,C0,C0,C0,C0,C0,C3,C0,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R2,R0,unanimous,
4121-2,C1,C1,C1,C0,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R2,R0,R0,R2,R0,R0,majority,
4122,C2,C2,C2,C2,C3,C3,C2,majority,D3,D3,D3,D3,D3,D3,D3,unanimous,R3,R3,R3,R3,R3,R3,R3,unanimous,
4123,C2,C2,C2,C2,C3,C3,C2,majority,D0,D0,D0,D0,D0,D0,D0,unanimous,R2,R1,R3,R3,R3,R2,R3,majority,
4124,C3,C4,C3,C3,C4,C3,C3,majority,D0,D0,D0,D0,D0,D0,D0,unanimous,R2,R0,R2,R2,R2,R0,R2,unanimous,
4126,C3,C4,C3,C3,C4,C3,C3,majority,D3,D3,D3,D3,D3,D3,D3,unanimous,R2,R2,R2,R2,R2,R2,R2,unanimous,
4127,C1,C1,C1,C1,C1,C1,C1,unanimous,D1,D1,D1,D1,D1,D1,D1,unanimous,R2,R2,R2,R1,R2,R2,R2,unanimous,
4128-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D1,D1,D1,D1,D1,D1,D1,unanimous,R2,R2,R2,R1,R2,R2,R2,unanimous,
4128-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D1,D1,D0,D0,D0,D0,majority,R2,R2,R2,R1,R2,R2,R2,unanimous,
4129,C1,C1,C1,C1,C1,C2,C1,unanimous,D1,D0,D1,D1,D1,D0,D1,unanimous,R1,R1,R1,R1,R1,R1,R1,unanimous,
413-1,C2,C2,C2,C2,C2,C2,C2,unanimous,D3,D3,D3,D2,D3,D3,D3,unanimous,R2,R2,R2,R2,R2,R2,R2,unanimous,
413-2,C1,C1,C1,C1,C2,C2,C1,majority,D3,D3,D3,D2,D3,D3,D3,unanimous,R2,R2,R2,R0,R2,R2,R2,unanimous,
4131,C1,C1,C1,C1,C1,C1,C1,unanimous,D1,D1,D1,D1,D1,D1,D1,unanimous,R2,R2,R2,R1,R2,R2,R2,unanimous,
4132-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R2,R2,R2,R1,R2,R2,R2,unanimous,
4132-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D2,D3,unanimous,R2,R2,R2,R2,R2,R2,R2,unanimous,
4133,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R1,R2,R1,R1,R2,R1,R1,majority,
4134-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D1,D1,D1,D1,D1,D0,D1,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
4134-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D1,D1,D1,D1,D0,D0,D1,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
4135-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R2,R2,R1,R1,R2,R1,R2,majority,
4135-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R2,R2,R1,R1,R2,R1,R2,majority,
4136,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R1,R2,R1,R0,R2,R1,R1,majority,
4138-1,C2,C2,C2,C2,C2,C2,C2,unanimous,D1,D1,D1,D1,D1,D1,D1,unanimous,R2,R1,R2,R2,R2,R2,R2,unanimous,
4138-2,C2,C2,C2,C2,C2,C2,C2,unanimous,D1,D1,D1,D1,D1,D1,D1,unanimous,R2,R2,R2,R2,R2,R2,R2,unanimous,
414,C2,C2,C2,C2,C2,C2,C2,unanimous,D3,D3,D3,D2,D3,D3,D3,unanimous,R0,R2,R0,R0,R2,R0,R0,majority,
4140,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D3,D3,D2,D3,D2,D3,majority,R3,R2,R3,R3,R3,R3,R3,unanimous,
4141,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R3,R3,R3,R3,R3,R3,R3,unanimous,
4142,C2,C2,C1,C1,C2,C1,C2,majority,D1,D3,D3,D1,D3,D1,D3,majority,R2,R2,R2,R1,R2,R2,R2,unanimous,
4143,C2,C2,C1,C1,C1,C1,C1,majority,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R2,R0,R2,R2,R0,R0,majority,
4144,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R2,R2,R2,R2,R2,R2,R2,unanimous,
4148-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R3,R3,R2,R0,R3,R0,R3,majority,
4148-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R1,R3,R1,R1,R3,R0,R1,majority,
4149-1,C1,C1,C2,C2,C1,C1,C1,majority,D3,D3,D3,D3,D3,D3,D3,unanimous,R3,R3,R2,R2,R3,R2,R3,majority,
4149-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R3,R3,R2,R2,R3,R2,R3,majority,
415,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D2,D2,D3,D3,D3,majority,R2,R2,R2,R2,R2,R2,R2,unanimous,
4150,C2,C2,C2,C2,C2,C2,C2,unanimous,D3,D3,D3,D3,D3,D0,D3,unanimous,R1,R1,R1,R1,R1,R1,R1,unanimous,
4152,C1,C1,C1,C2,C1,C1,C1,unanimous,D3,D3,D3,D3,D0,D0,D3,majority,R2,R2,R2,R2,R2,R2,R2,unanimous,
4153,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R2,R2,R2,R0,R2,R2,R2,unanimous,
4154-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R3,R3,R3,R3,R3,R3,R3,unanimous,
4154-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R3,R3,R3,R3,R3,R3,R3,unanimous,
4155-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R2,R0,R0,R0,R0,R0,unanimous,
4155-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
4156-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R3,R3,R3,R3,R3,R3,R3,unanimous,
4156-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R3,R3,R3,R3,R3,R3,R3,unanimous,
4157,C1,C1,C1,C2,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R2,R2,R2,R2,R2,R2,R2,unanimous,
4158,C2,C2,C2,C2,C2,C2,C2,unanimous,D1,D1,D1,D0,D0,D0,D1,majority,R1,R1,R1,R1,R1,R2,R1,unanimous,
4159,C1,C1,C1,C2,C1,C1,C1,unanimous,D3,D2,D3,D2,D3,D3,D3,unanimous,R3,R3,R2,R2,R3,R2,R3,majority,
416,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R3,R3,R3,R3,R3,R3,R3,unanimous,
4160-1,C2,C2,C2,C2,C2,C2,C2,unanimous,D1,D1,D1,D1,D1,D1,D1,unanimous,R2,R1,R1,R2,R2,R2,R2,majority,
4160-2,C2,C2,C2,C2,C2,C2,C2,unanimous,D1,D1,D1,D1,D1,D1,D1,unanimous,R2,R1,R1,R2,R2,R2,R2,majority,
4161-1,C2,C1,C2,C2,C2,C2,C2,unanimous,D3,D2,D3,D3,D3,D3,D3,unanimous,R3,R3,R3,R3,R3,R3,R3,unanimous,
4161-2,C2,C2,C2,C1,C2,C2,C2,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R3,R3,R3,R1,R3,R3,R3,unanimous,
4162,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R3,R3,R3,R3,R3,R3,R3,unanimous,
4163,C3,C2,C3,C3,C3,C3,C3,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R2,R2,R2,R2,R2,R3,R2,unanimous,
4165,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D2,D2,D3,D3,D3,majority,R0,R1,R0,R0,R1,R0,R0,majority,
4166,C2,C2,C2,C2,C2,C1,C2,unanimous,D3,D3,D2,D2,D2,D2,D2,majority,R0,R1,R0,R0,R1,R0,R0,majority,
4167,C2,C2,C2,C2,C2,C2,C2,unanimous,D1,D1,D1,D0,D1,D1,D1,unanimous,R1,R1,R1,R1,R2,R2,R1,majority,
4169-1,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R1,R1,R1,R2,R2,R1,R1,majority,
4169-2,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R1,R1,R1,R1,R1,R1,R1,unanimous,
417,C1,C1,C1,C2,C2,C2,C1,majority,D3,D1,D3,D3,D3,D3,D3,unanimous,R2,R2,R2,R2,R2,R2,R2,unanimous,
4170-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D1,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
4170-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D1,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
4171-1,C2,C2,C1,C1,C1,C1,C1,majority,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
4171-2,C2,C2,C1,C1,C2,C1,C2,majority,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
4172,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D1,D0,D0,D0,D0,D0,unanimous,R1,R1,R1,R1,R2,R2,R1,majority,
4173,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
4174,C2,C2,C2,C1,C2,C2,C2,unanimous,D0,D1,D0,D0,D0,D0,D0,unanimous,R1,R1,R0,R0,R1,R0,R1,majority,
4175,C2,C1,C1,C2,C1,C1,C1,majority,D0,D0,D0,D0,D0,D0,D0,unanimous,R1,R1,R1,R1,R1,R1,R1,unanimous,
4176-1,C2,C2,C2,C2,C2,C2,C2,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R3,R3,R3,R2,R3,R3,R3,unanimous,
4176-2,C2,C2,C2,C2,C2,C2,C2,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R3,R3,R3,R2,R3,R3,R3,unanimous,
4177,C2,C2,C2,C2,C2,C2,C2,unanimous,D1,D3,D3,D3,D3,D1,D3,majority,R2,R2,R2,R2,R2,R2,R2,unanimous,
4178-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D3,D3,D2,majority,R3,R3,R3,R2,R3,R3,R3,unanimous,
4178-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R3,R3,R2,R2,R3,R3,R3,majority,
4178-3,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R3,R3,R2,R2,R3,R3,R3,majority,
4179,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R2,R2,R2,R1,R2,R2,R2,unanimous,
418,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R1,R0,R0,R1,R0,R0,majority,
4180,C2,C2,C2,C2,C2,C3,C2,unanimous,D4,D4,D4,D3,D4,D4,D4,unanimous,R2,R2,R2,R2,R2,R2,R2,unanimous,
4181-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R2,R2,R2,R2,R2,R2,R2,unanimous,
4181-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R1,R1,R1,R1,R1,R2,R1,unanimous,
4182-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R2,R0,unanimous,
4182-2,C1,C1,C1,C0,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R2,R0,unanimous,
4183,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D1,D2,D2,D2,unanimous,R0,R1,R1,R0,R0,R0,R0,majority,
4184,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R3,R3,R2,R2,R3,R3,R3,majority,
4185,C1,C1,C1,C1,C1,C0,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R1,R1,R1,R2,R0,R0,R1,majority,
4186,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R1,R1,R1,R2,R1,R1,R1,unanimous,
4187,C2,C2,C2,C2,C2,C2,C2,unanimous,D1,D1,D1,D1,D1,D1,D1,unanimous,R2,R2,R2,R2,R2,R2,R2,unanimous,
4188-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D2,D3,D3,D3,D2,D3,unanimous,R2,R2,R3,R2,R3,R3,R3,majority,
4188-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R3,R3,R3,R2,R3,R3,R3,unanimous,
4189,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R2,R0,R0,R0,R0,R0,unanimous,
419,C1,C1,C2,C2,C2,C2,C2,majority,D3,D3,D3,D3,D3,D3,D3,unanimous,R2,R2,R2,R2,R2,R2,R2,unanimous,
4190,C1,C2,C2,C1,C2,C1,C2,majority,D3,D3,D3,D3,D3,D3,D3,unanimous,R3,R3,R2,R2,R3,R3,R3,majority,
4191,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R1,R0,R0,R0,R0,R0,unanimous,
4192,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R1,R0,R0,R0,R0,R0,unanimous,
4193,C2,C2,C2,C2,C2,C2,C2,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R3,R3,R3,R2,R3,R3,R3,unanimous,
4194,C1,C1,C0,C0,C1,C0,C1,majority,D3,D3,D3,D3,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
4195,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R1,R1,R1,R1,R1,R1,R1,unanimous,
4196,C1,C2,C2,C2,C2,C1,C2,majority,D3,D3,D3,D2,D3,D3,D3,unanimous,R3,R3,R3,R2,R3,R3,R3,unanimous,
4197,C2,C2,C2,C1,C2,C2,C2,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R3,R3,R2,R2,R3,R3,R3,majority,
4198-1,C1,C2,C1,C1,C1,C1,C1,unanimous,D0,D2,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
4198-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
4198-3,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
4199,C2,C2,C1,C1,C1,C0,C1,majority,D3,D3,D3,D3,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
420,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R3,R3,R3,R2,R3,R3,R3,unanimous,
4200,C2,C2,C2,C2,C2,C1,C2,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R1,R1,R1,R1,R1,R0,R1,unanimous,
4201,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D1,D1,D3,D3,D3,majority,R2,R2,R1,R1,R2,R2,R2,majority,
4202,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R2,R2,R0,R0,R2,R2,R2,majority,
4203-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
4203-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
4204-1,C2,C2,C2,C2,C2,C2,C2,unanimous,D1,D1,D1,D2,D3,D3,D1,majority,R1,R1,R1,R1,R2,R2,R1,majority,
4204-2,C2,C2,C2,C2,C2,C2,C2,unanimous,D1,D1,D1,D2,D3,D3,D1,majority,R1,R1,R1,R1,R2,R2,R1,majority,
4205,C1,C1,C1,C1,C1,C0,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
4206-1,C1,C1,C1,C1,C1,C0,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
4206-2,C1,C1,C1,C1,C1,C0,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
4207,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R1,R2,R1,R1,R2,R1,R1,majority,
4208,C2,C2,C2,C1,C2,C2,C2,unanimous,D1,D1,D1,D2,D2,D0,D1,majority,R0,R1,R1,R0,R1,R0,R1,majority,
4209,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D2,D2,D3,D3,D3,majority,R2,R2,R0,R0,R2,R2,R2,majority,
421-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R2,R2,R2,R2,R2,R2,R2,unanimous,
421-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R2,R2,R2,R2,R2,R2,R2,unanimous,
4210,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R2,R2,R1,R1,R2,R2,R2,majority,
4211,C1,C1,C1,C1,C1,C1,C1,unanimous,D1,D1,D1,D1,D1,D0,D1,unanimous,R1,R1,R0,R0,R1,R0,R1,majority,
4212,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R2,R2,R1,R1,R2,R2,R2,majority,
4213,C1,C1,C1,C1,C1,C1,C1,unanimous,D1,D1,D1,D1,D3,D3,D1,majority,R2,R2,R2,R1,R2,R2,R2,unanimous,
4215-1,C1,C1,C1,C1,C1,C0,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R1,R0,unanimous,
4215-2,C1,C1,C1,C1,C1,C0,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R1,R0,unanimous,
4215-3,C1,C1,C1,C1,C1,C0,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R1,R0,unanimous,
4216,C1,C1,C1,C1,C1,C0,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
4217,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R2,R2,R0,R0,R2,R2,R2,majority,
4218,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R2,R2,R0,R0,R2,R2,R2,majority,
4219,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R2,R2,R0,R0,R2,R2,R2,majority,
422,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D2,D3,D3,D3,unanimous,R3,R3,R3,R3,R3,R3,R3,unanimous,
4220,C2,C2,C2,C2,C2,C2,C2,unanimous,D1,D1,D1,D0,D1,D1,D1,unanimous,R2,R2,R2,R2,R2,R2,R2,unanimous,
4221,C3,C3,C3,C2,C3,C3,C3,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R2,R2,R2,R2,R2,R2,R2,unanimous,
